labor	violation	OBJECTIVE
weapon	violation	OBJECTIVE
phone	misuse	OBJECTIVE
right	abuse	OBJECTIVE
abortion	funding	OBJECTIVE
research	funding	OBJECTIVE
takeover	financier	OBJECTIVE
project	financing	OBJECTIVE
state	financing	OBJECTIVE
government	financing	OBJECTIVE
acquisition	financing	OBJECTIVE
household	rating	OBJECTIVE
popularity	rating	OBJECTIVE
support	rating	OBJECTIVE
television	rating	OBJECTIVE
bond	rating	OBJECTIVE
sobriety	test	OBJECTIVE
blood	test	OBJECTIVE
toxicology	test	OBJECTIVE
achievement	test	OBJECTIVE
treadmill	test	OBJECTIVE
ballistics	test	OBJECTIVE
viability	test	OBJECTIVE
pregnancy	test	OBJECTIVE
rabbit	study	OBJECTIVE
drug	testing	OBJECTIVE
coach	poll	OBJECTIVE
opinion	poll	OBJECTIVE
cow	diagnosis	OBJECTIVE
settlement	watchdog	OBJECTIVE
vaccine	trial	OBJECTIVE
body	search	OBJECTIVE
highway	aid	OBJECTIVE
infrastructure	spending	OBJECTIVE
drug	funding	OBJECTIVE
ethanol	subsidy	OBJECTIVE
crop	subsidy	OBJECTIVE
rent	subsidy	OBJECTIVE
photo	exhibition	OBJECTIVE
cooking	demonstration	OBJECTIVE
credit	demand	OBJECTIVE
electricity	demand	OBJECTIVE
gasoline	demand	OBJECTIVE
import	demand	OBJECTIVE
labor	demand	OBJECTIVE
pay	demand	OBJECTIVE
cash	need	OBJECTIVE
development	need	OBJECTIVE
water	need	OBJECTIVE
activation	order	OBJECTIVE
desegregation	order	OBJECTIVE
detention	order	OBJECTIVE
expulsion	order	OBJECTIVE
selling	order	OBJECTIVE
stop	order	OBJECTIVE
gag	order	OBJECTIVE
aerospace	order	OBJECTIVE
equipment	order	OBJECTIVE
goods	order	OBJECTIVE
jetliner	order	OBJECTIVE
interview	request	OBJECTIVE
visa	request	OBJECTIVE
withdrawal	request	OBJECTIVE
quality	assurance	OBJECTIVE
security	assurance	OBJECTIVE
risk	disclosure	OBJECTIVE
job	description	OBJECTIVE
government	reservation	OBJECTIVE
birthday	celebration	OBJECTIVE
millennium	celebration	OBJECTIVE
firework	exhibition	OBJECTIVE
scale	exhibition	OBJECTIVE
doll	exhibition	OBJECTIVE
book	exhibition	OBJECTIVE
artillery	commander	OBJECTIVE
battery	commander	OBJECTIVE
military	commander	OBJECTIVE
militia	commander	OBJECTIVE
opposition	commander	OBJECTIVE
platoon	commander	OBJECTIVE
squadron	commander	OBJECTIVE
troop	commander	OBJECTIVE
unit	commander	OBJECTIVE
climate	control	OBJECTIVE
credit	control	OBJECTIVE
import	control	OBJECTIVE
quality	control	OBJECTIVE
seizure	control	OBJECTIVE
voting	control	OBJECTIVE
wage	control	OBJECTIVE
water	control	OBJECTIVE
customer	support	OBJECTIVE
community	service	OBJECTIVE
constituency	service	OBJECTIVE
consumer	service	OBJECTIVE
customer	service	OBJECTIVE
family	service	OBJECTIVE
child	neglect	OBJECTIVE
auto	designer	OBJECTIVE
clothing	designer	OBJECTIVE
landscape	designer	OBJECTIVE
lighting	designer	OBJECTIVE
set	designer	OBJECTIVE
system	engineering	OBJECTIVE
aircraft	design	OBJECTIVE
fashion	design	OBJECTIVE
lighting	design	OBJECTIVE
reactor	design	OBJECTIVE
set	design	OBJECTIVE
electronics	engineer	OBJECTIVE
highway	engineer	OBJECTIVE
system	engineer	OBJECTIVE
market	collapse	OBJECTIVE
market system	breakdown	OBJECTIVE
system	crash	OBJECTIVE
market	crash	OBJECTIVE
security	lapse	OBJECTIVE
memory	lapse	OBJECTIVE
child	death	OBJECTIVE
helicopter	crash	OBJECTIVE
bus	crash	OBJECTIVE
power	failure	OBJECTIVE
system	failure	OBJECTIVE
organ	failure	OBJECTIVE
business	failure	OBJECTIVE
role	playing	OBJECTIVE
police	corruption	OBJECTIVE
government	corruption	OBJECTIVE
newspaper	reader	OBJECTIVE
concept	matching	OBJECTIVE
excerpt	announcer	OBJECTIVE
work	assignment	OBJECTIVE
job	assignment	OBJECTIVE
contract	award	OBJECTIVE
share	repurchase	OBJECTIVE
delegate	selection	OBJECTIVE
jury	selection	OBJECTIVE
site	selection	OBJECTIVE
bankruptcy	approval	OBJECTIVE
drug	approval	OBJECTIVE
landscape	architect	OBJECTIVE
helicopter	ride	OBJECTIVE
bike	ride	OBJECTIVE
taxi	ride	OBJECTIVE
boat	ride	OBJECTIVE
cab	ride	OBJECTIVE
bus	ride	OBJECTIVE
motorcycle	rider	OBJECTIVE
subway	rider	OBJECTIVE
animal	regulation	OBJECTIVE
banking	regulation	OBJECTIVE
insurance	regulation	OBJECTIVE
market	regulation	OBJECTIVE
merger	regulation	OBJECTIVE
rate	regulation	OBJECTIVE
takeover	regulation	OBJECTIVE
disaster	declaration	OBJECTIVE
peace	declaration	OBJECTIVE
statehood	declaration	OBJECTIVE
earnings	announcement	OBJECTIVE
merger	announcement	OBJECTIVE
wage	negotiation	OBJECTIVE
merger	negotiation	OBJECTIVE
pay	negotiation	OBJECTIVE
labor	negotiation	OBJECTIVE
budget	negotiation	OBJECTIVE
contract	negotiation	OBJECTIVE
status	negotiation	OBJECTIVE
treaty	negotiation	OBJECTIVE
peace	negotiation	OBJECTIVE
accession	negotiation	OBJECTIVE
membership	negotiation	OBJECTIVE
coalition	negotiation	OBJECTIVE
settlement	negotiation	OBJECTIVE
budget	negotiator	OBJECTIVE
budget	writer	OBJECTIVE
fiction	writer	OBJECTIVE
speech	writer	OBJECTIVE
newspaper	writer	OBJECTIVE
security	consideration	OBJECTIVE
inflation	gauge	OBJECTIVE
acquisition	offer	OBJECTIVE
contract	offer	OBJECTIVE
merger	offer	OBJECTIVE
settlement	offer	OBJECTIVE
takeover	offer	OBJECTIVE
acquisition	proposal	OBJECTIVE
budget	proposal	OBJECTIVE
development	proposal	OBJECTIVE
election	proposal	OBJECTIVE
labor	proposal	OBJECTIVE
merger	proposal	OBJECTIVE
peace	proposal	OBJECTIVE
project	proposal	OBJECTIVE
restructuring	proposal	OBJECTIVE
benefit	plan	OBJECTIVE
care	plan	OBJECTIVE
drug	plan	OBJECTIVE
insurance	plan	OBJECTIVE
lesson	plan	OBJECTIVE
relief	plan	OBJECTIVE
compensation	plan	OBJECTIVE
consumer	index	OBJECTIVE
employment	index	OBJECTIVE
value	index	OBJECTIVE
confidence	index	OBJECTIVE
banking	index	OBJECTIVE
cash	index	OBJECTIVE
technology	index	OBJECTIVE
market	index	OBJECTIVE
inflation	index	OBJECTIVE
tampon	ad	OBJECTIVE
cow	ad	OBJECTIVE
cop	show	OBJECTIVE
cooking	show	OBJECTIVE
sports	show	OBJECTIVE
court	show	OBJECTIVE
fashion	show	OBJECTIVE
firework	show	OBJECTIVE
freak	show	OBJECTIVE
flower	show	OBJECTIVE
game	show	OBJECTIVE
news	show	OBJECTIVE
chat	show	OBJECTIVE
talent	show	OBJECTIVE
interview	show	OBJECTIVE
air	show	OBJECTIVE
status	symbol	OBJECTIVE
jewelry	display	OBJECTIVE
gene	probe	OBJECTIVE
compensation	claim	OBJECTIVE
disability	claim	OBJECTIVE
discrimination	claim	OBJECTIVE
land	claim	OBJECTIVE
liability	claim	OBJECTIVE
property	claim	OBJECTIVE
reimbursement	claim	OBJECTIVE
state	government	OBJECTIVE
township	government	OBJECTIVE
parking	attendant	OBJECTIVE
baby	sitter	OBJECTIVE
career	choice	OBJECTIVE
pay	concession	OBJECTIVE
housing	lender	OBJECTIVE
mortgage	lender	OBJECTIVE
chicken	demand	OBJECTIVE
elevator	access	OBJECTIVE
acquisition	plan	OBJECTIVE
bailout	plan	OBJECTIVE
buying	plan	OBJECTIVE
control	plan	OBJECTIVE
desegregation	plan	OBJECTIVE
development	plan	OBJECTIVE
distribution	plan	OBJECTIVE
election	plan	OBJECTIVE
expansion	plan	OBJECTIVE
financing	plan	OBJECTIVE
hiring	plan	OBJECTIVE
liquidation	plan	OBJECTIVE
marketing	plan	OBJECTIVE
merger	plan	OBJECTIVE
modernization	plan	OBJECTIVE
pay	plan	OBJECTIVE
payment	plan	OBJECTIVE
pricing	plan	OBJECTIVE
privatisation	plan	OBJECTIVE
privatization	plan	OBJECTIVE
sharing	plan	OBJECTIVE
rationing	plan	OBJECTIVE
rebuilding	plan	OBJECTIVE
reconstruction	plan	OBJECTIVE
reduction	plan	OBJECTIVE
rescue	plan	OBJECTIVE
restoration	plan	OBJECTIVE
settlement	plan	OBJECTIVE
takeover	plan	OBJECTIVE
treatment	plan	OBJECTIVE
withdrawal	plan	OBJECTIVE
work	plan	OBJECTIVE
vacation	plan	OBJECTIVE
career	plan	OBJECTIVE
share	plan	OBJECTIVE
security	plan	OBJECTIVE
budget	plan	OBJECTIVE
stadium	plan	OBJECTIVE
championship	contender	OBJECTIVE
medal	contender	OBJECTIVE
playoff	contender	OBJECTIVE
title	contender	OBJECTIVE
franchise	watchdog	OBJECTIVE
state	watchdog	OBJECTIVE
flood	damage	CREATOR-PROVIDER-CAUSE_OF
quake	damage	CREATOR-PROVIDER-CAUSE_OF
storm	damage	CREATOR-PROVIDER-CAUSE_OF
wind	damage	CREATOR-PROVIDER-CAUSE_OF
shooting	death	CREATOR-PROVIDER-CAUSE_OF
storm	flooding	CREATOR-PROVIDER-CAUSE_OF
skid	mark	CREATOR-PROVIDER-CAUSE_OF
wind	shear	CREATOR-PROVIDER-CAUSE_OF
storm	wind	CREATOR-PROVIDER-CAUSE_OF
gunshot	wound	CREATOR-PROVIDER-CAUSE_OF
puncture	wound	CREATOR-PROVIDER-CAUSE_OF
stab	wound	CREATOR-PROVIDER-CAUSE_OF
wind	chill	CREATOR-PROVIDER-CAUSE_OF
auction	result	CREATOR-PROVIDER-CAUSE_OF
election	result	CREATOR-PROVIDER-CAUSE_OF
research	result	CREATOR-PROVIDER-CAUSE_OF
test	result	CREATOR-PROVIDER-CAUSE_OF
voting	result	CREATOR-PROVIDER-CAUSE_OF
wind	energy	CREATOR-PROVIDER-CAUSE_OF
disaster	stress	CREATOR-PROVIDER-CAUSE_OF
trauma	stress	CREATOR-PROVIDER-CAUSE_OF
wind	stress	CREATOR-PROVIDER-CAUSE_OF
birthing	pains	CREATOR-PROVIDER-CAUSE_OF
crush	fracture	CREATOR-PROVIDER-CAUSE_OF
impact	fracture	CREATOR-PROVIDER-CAUSE_OF
technology	revolution	CREATOR-PROVIDER-CAUSE_OF
water	spot	CREATOR-PROVIDER-CAUSE_OF
drug	killing	CREATOR-PROVIDER-CAUSE_OF
hate	crime	CREATOR-PROVIDER-CAUSE_OF
temper	tantrum	CREATOR-PROVIDER-CAUSE_OF
drug	raid	CREATOR-PROVIDER-CAUSE_OF
height	advantage	CREATOR-PROVIDER-CAUSE_OF
sunflower	head	WHOLE+PART_OR_MEMBER_OF
coca	leaf	WHOLE+PART_OR_MEMBER_OF
spinach	leaf	WHOLE+PART_OR_MEMBER_OF
tobacco	leaf	WHOLE+PART_OR_MEMBER_OF
home	ownership	OBJECTIVE
property	ownership	OBJECTIVE
land	ownership	OBJECTIVE
body	blow	OTHER
rehab	assignment	PERFORM&ENGAGE_IN
state	association	PERFORM&ENGAGE_IN
cable	box	PERFORM&ENGAGE_IN
retail	branch	PERFORM&ENGAGE_IN
labor	camp	PERFORM&ENGAGE_IN
referendum	campaign	PERFORM&ENGAGE_IN
baseball	career	PERFORM&ENGAGE_IN
discount	carrier	PERFORM&ENGAGE_IN
business	center	PERFORM&ENGAGE_IN
retail	chain	PERFORM&ENGAGE_IN
speciality	chemical	PERFORM&ENGAGE_IN
rock	club	PERFORM&ENGAGE_IN
strip	club	PERFORM&ENGAGE_IN
retail	complex	PERFORM&ENGAGE_IN
bar	exam	PERFORM&ENGAGE_IN
crime	family	PERFORM&ENGAGE_IN
cable	franchise	PERFORM&ENGAGE_IN
takeover	game	PERFORM&ENGAGE_IN
sports	hall	PERFORM&ENGAGE_IN
credit	institution	PERFORM&ENGAGE_IN
import	license	PERFORM&ENGAGE_IN
retail	network	PERFORM&ENGAGE_IN
telecom	network	PERFORM&ENGAGE_IN
retail	outlet	PERFORM&ENGAGE_IN
pay	package	PERFORM&ENGAGE_IN
style	pen	PERFORM&ENGAGE_IN
sales	people	PERFORM&ENGAGE_IN
concert	performance	PERFORM&ENGAGE_IN
rock	performance	PERFORM&ENGAGE_IN
circus	performer	PERFORM&ENGAGE_IN
concert	pianist	PERFORM&ENGAGE_IN
audio	product	PERFORM&ENGAGE_IN
retail	product	PERFORM&ENGAGE_IN
telecommunications	product	PERFORM&ENGAGE_IN
affair	program	PERFORM&ENGAGE_IN
buyback	program	PERFORM&ENGAGE_IN
control	program	PERFORM&ENGAGE_IN
exercise	program	PERFORM&ENGAGE_IN
grant	program	PERFORM&ENGAGE_IN
graphics	program	PERFORM&ENGAGE_IN
interview	program	PERFORM&ENGAGE_IN
job	program	PERFORM&ENGAGE_IN
material	program	PERFORM&ENGAGE_IN
outreach	program	PERFORM&ENGAGE_IN
partnership	program	PERFORM&ENGAGE_IN
theater	program	PERFORM&ENGAGE_IN
therapy	program	PERFORM&ENGAGE_IN
transplant	program	PERFORM&ENGAGE_IN
loss	program	PERFORM&ENGAGE_IN
workout	program	PERFORM&ENGAGE_IN
control	project	PERFORM&ENGAGE_IN
technology	project	PERFORM&ENGAGE_IN
transport	project	PERFORM&ENGAGE_IN
discount	retailer	PERFORM&ENGAGE_IN
home	retailer	PERFORM&ENGAGE_IN
ball	rights	PERFORM&ENGAGE_IN
speech	rights	PERFORM&ENGAGE_IN
backup	role	PERFORM&ENGAGE_IN
backup	quarterback	PERFORM&ENGAGE_IN
backup	plan	PERFORM&ENGAGE_IN
backup	generator	PERFORM&ENGAGE_IN
backup	goalie	PERFORM&ENGAGE_IN
backup	guard	PERFORM&ENGAGE_IN
backup	singer	PERFORM&ENGAGE_IN
backup	car	PERFORM&ENGAGE_IN
backup	catcher	PERFORM&ENGAGE_IN
transit	route	PERFORM&ENGAGE_IN
budget	spending	PERFORM&ENGAGE_IN
sales	staff	PERFORM&ENGAGE_IN
emissions	system	PERFORM&ENGAGE_IN
project	team	PERFORM&ENGAGE_IN
sports	vehicle	PERFORM&ENGAGE_IN
subpoena	power	PERFORM&ENGAGE_IN
featherweight	champion	EQUATIVE
welterweight	champion	EQUATIVE
heavyweight	champion	EQUATIVE
backpacker	victim	EQUATIVE
assistant	attorney	EQUATIVE
assistant	coach	EQUATIVE
assistant	commissioner	EQUATIVE
assistant	director	EQUATIVE
assistant	general	EQUATIVE
assistant	secretary	EQUATIVE
associate	administrator	EQUATIVE
associate	coach	EQUATIVE
associate	commissioner	EQUATIVE
associate	company	EQUATIVE
associate	curator	EQUATIVE
associate	dean	EQUATIVE
associate	director	EQUATIVE
associate	general	EQUATIVE
associate	member	EQUATIVE
associate	producer	EQUATIVE
associate	professor	EQUATIVE
associate	publisher	EQUATIVE
associate	superintendent	EQUATIVE
billionaire	businessman	EQUATIVE
baby	boy	EQUATIVE
baby	brother	EQUATIVE
baby	daughter	EQUATIVE
baby	girl	EQUATIVE
baby	sister	EQUATIVE
celebrity	chef	EQUATIVE
celebrity	guest	EQUATIVE
celebrity	kid	EQUATIVE
child	actor	EQUATIVE
child	laborer	EQUATIVE
child	soldier	EQUATIVE
child	star	EQUATIVE
child	victim	EQUATIVE
child	worker	EQUATIVE
chairman	emeritus	EQUATIVE
citizen	soldier	EQUATIVE
communist	insurgent	EQUATIVE
comrade	commander	EQUATIVE
comrade	leader	EQUATIVE
employee	representative	EQUATIVE
executive	director	EQUATIVE
executive	producer	EQUATIVE
fellow	biker	EQUATIVE
fellow	broker	EQUATIVE
fellow	officer	EQUATIVE
freshmen	applicant	EQUATIVE
girl	friend	EQUATIVE
insider	trader	EQUATIVE
inspector	general	EQUATIVE
leader	general	EQUATIVE
lieutenant	general	EQUATIVE
professor	emeritus	EQUATIVE
refugee	child	EQUATIVE
republican	candidate	EQUATIVE
republican	leader	EQUATIVE
republican	member	EQUATIVE
republican	senator	EQUATIVE
surgeon	general	EQUATIVE
unionist	leader	EQUATIVE
non-member	trader	EQUATIVE
peasant	farmer	EQUATIVE
peasant	leader	EQUATIVE
peasant	woman	EQUATIVE
worker	representative	EQUATIVE
conservative	republican	EQUATIVE
alternate	juror	EQUATIVE
alternate	member	EQUATIVE
kid	brother	EQUATIVE
conference	participant	OTHER
market	participant	OTHER
value	judgment	OTHER
multiparty	system	OTHER
installment	loan	OTHER
patronage	system	OTHER
percentage	terms	OTHER
army	service	OTHER
binge	drinking	OTHER
value	investing	OTHER
arbitrage	buying	OTHER
arbitrage	selling	OTHER
arbitrage	trading	OTHER
arbitrage	trader	OTHER
non-warranty	work	OTHER
charter	airline	OTHER
charter	bus	OTHER
charter	plane	OTHER
charter	school	OTHER
charter	service	OTHER
charter	company	OTHER
contract	work	OTHER
contract	employee	OTHER
contract	killing	OTHER
contract	manufacturer	OTHER
contract	service	OTHER
contract	worker	OTHER
majority	system	OTHER
television	center	CREATE-PROVIDE-GENERATE-SELL
television	tower	CREATE-PROVIDE-GENERATE-SELL
baseball	stadium	CREATE-PROVIDE-GENERATE-SELL
soccer	stadium	CREATE-PROVIDE-GENERATE-SELL
sports	stadium	CREATE-PROVIDE-GENERATE-SELL
lecture	hall	CREATE-PROVIDE-GENERATE-SELL
television	station	CREATE-PROVIDE-GENERATE-SELL
portrait	studio	CREATE-PROVIDE-GENERATE-SELL
care	home	CREATE-PROVIDE-GENERATE-SELL
job	center	CREATE-PROVIDE-GENERATE-SELL
karaoke	bar	CREATE-PROVIDE-GENERATE-SELL
childcare	facility	CREATE-PROVIDE-GENERATE-SELL
peace	operation	CREATE-PROVIDE-GENERATE-SELL
aircraft	project	CREATE-PROVIDE-GENERATE-SELL
book	project	CREATE-PROVIDE-GENERATE-SELL
condominium	project	CREATE-PROVIDE-GENERATE-SELL
dam	project	CREATE-PROVIDE-GENERATE-SELL
highway	project	CREATE-PROVIDE-GENERATE-SELL
hydropower	project	CREATE-PROVIDE-GENERATE-SELL
infrastructure	project	CREATE-PROVIDE-GENERATE-SELL
abortion	service	CREATE-PROVIDE-GENERATE-SELL
cable	service	CREATE-PROVIDE-GENERATE-SELL
diaper	service	CREATE-PROVIDE-GENERATE-SELL
mail	service	CREATE-PROVIDE-GENERATE-SELL
phone	service	CREATE-PROVIDE-GENERATE-SELL
support	service	CREATE-PROVIDE-GENERATE-SELL
telecom	service	CREATE-PROVIDE-GENERATE-SELL
telecommunications	service	CREATE-PROVIDE-GENERATE-SELL
transport	service	CREATE-PROVIDE-GENERATE-SELL
video	service	CREATE-PROVIDE-GENERATE-SELL
relief	assistance	CREATE-PROVIDE-GENERATE-SELL
stadium	project	CREATE-PROVIDE-GENERATE-SELL
subway	project	CREATE-PROVIDE-GENERATE-SELL
infrastructure	work	CREATE-PROVIDE-GENERATE-SELL
budget	process	CREATE-PROVIDE-GENERATE-SELL
terror	attack	CREATE-PROVIDE-GENERATE-SELL
lunch	program	CREATE-PROVIDE-GENERATE-SELL
mortgage	program	CREATE-PROVIDE-GENERATE-SELL
rebate	program	CREATE-PROVIDE-GENERATE-SELL
relief	program	CREATE-PROVIDE-GENERATE-SELL
support	program	CREATE-PROVIDE-GENERATE-SELL
voucher	program	CREATE-PROVIDE-GENERATE-SELL
water	program	CREATE-PROVIDE-GENERATE-SELL
aircraft	program	CREATE-PROVIDE-GENERATE-SELL
bomber	program	CREATE-PROVIDE-GENERATE-SELL
fighter	program	CREATE-PROVIDE-GENERATE-SELL
rocket	program	CREATE-PROVIDE-GENERATE-SELL
weapon	program	CREATE-PROVIDE-GENERATE-SELL
air	transportation	OTHER
wakeup	call	PERFORM&ENGAGE_IN
surveillance	flight	PERFORM&ENGAGE_IN
bombing	raid	PERFORM&ENGAGE_IN
acquisition	bid	PERFORM&ENGAGE_IN
finding	tour	PERFORM&ENGAGE_IN
inspection	tour	PERFORM&ENGAGE_IN
development	project	PERFORM&ENGAGE_IN
diversion	project	PERFORM&ENGAGE_IN
employment	project	PERFORM&ENGAGE_IN
expansion	project	PERFORM&ENGAGE_IN
finance	project	PERFORM&ENGAGE_IN
irrigation	project	PERFORM&ENGAGE_IN
manufacturing	project	PERFORM&ENGAGE_IN
mining	project	PERFORM&ENGAGE_IN
modernization	project	PERFORM&ENGAGE_IN
office	project	PERFORM&ENGAGE_IN
privatization	project	PERFORM&ENGAGE_IN
reconstruction	project	PERFORM&ENGAGE_IN
restoration	project	PERFORM&ENGAGE_IN
science	project	PERFORM&ENGAGE_IN
telecommunication	project	PERFORM&ENGAGE_IN
transformation	project	PERFORM&ENGAGE_IN
treatment	project	PERFORM&ENGAGE_IN
acquisition	program	PERFORM&ENGAGE_IN
adjustment	program	PERFORM&ENGAGE_IN
application	program	PERFORM&ENGAGE_IN
assistance	program	PERFORM&ENGAGE_IN
certification	program	PERFORM&ENGAGE_IN
compensation	program	PERFORM&ENGAGE_IN
conditioning	program	PERFORM&ENGAGE_IN
development	program	PERFORM&ENGAGE_IN
distribution	program	PERFORM&ENGAGE_IN
diversion	program	PERFORM&ENGAGE_IN
education	program	PERFORM&ENGAGE_IN
election	program	PERFORM&ENGAGE_IN
employment	program	PERFORM&ENGAGE_IN
enrichment	program	PERFORM&ENGAGE_IN
eradication	program	PERFORM&ENGAGE_IN
expansion	program	PERFORM&ENGAGE_IN
financing	program	PERFORM&ENGAGE_IN
housing	program	PERFORM&ENGAGE_IN
inspection	program	PERFORM&ENGAGE_IN
insurance	program	PERFORM&ENGAGE_IN
intervention	program	PERFORM&ENGAGE_IN
modernization	program	PERFORM&ENGAGE_IN
nutrition	program	PERFORM&ENGAGE_IN
peace	program	PERFORM&ENGAGE_IN
privatization	program	PERFORM&ENGAGE_IN
procurement	program	PERFORM&ENGAGE_IN
promotion	program	PERFORM&ENGAGE_IN
reconstruction	program	PERFORM&ENGAGE_IN
recreation	program	PERFORM&ENGAGE_IN
recycling	program	PERFORM&ENGAGE_IN
reduction	program	PERFORM&ENGAGE_IN
repatriation	program	PERFORM&ENGAGE_IN
resettlement	program	PERFORM&ENGAGE_IN
retraining	program	PERFORM&ENGAGE_IN
science	program	PERFORM&ENGAGE_IN
screening	program	PERFORM&ENGAGE_IN
standardization	program	PERFORM&ENGAGE_IN
surveillance	program	PERFORM&ENGAGE_IN
transition	program	PERFORM&ENGAGE_IN
treatment	program	PERFORM&ENGAGE_IN
development	programme	PERFORM&ENGAGE_IN
expansion	programme	PERFORM&ENGAGE_IN
rationalisation	programme	PERFORM&ENGAGE_IN
defiance	campaign	PERFORM&ENGAGE_IN
election	campaign	PERFORM&ENGAGE_IN
eradication	campaign	PERFORM&ENGAGE_IN
opposition	campaign	PERFORM&ENGAGE_IN
primary	campaign	PERFORM&ENGAGE_IN
promotion	campaign	PERFORM&ENGAGE_IN
finding	trip	PERFORM&ENGAGE_IN
hunting	trip	PERFORM&ENGAGE_IN
marketing	ploy	PERFORM&ENGAGE_IN
revival	meeting	PERFORM&ENGAGE_IN
restructuring	move	PERFORM&ENGAGE_IN
modernization	construction	PERFORM&ENGAGE_IN
arrival	ceremony	PERFORM&ENGAGE_IN
marriage	ceremony	PERFORM&ENGAGE_IN
unveiling	ceremony	PERFORM&ENGAGE_IN
development	assistance	PERFORM&ENGAGE_IN
bargaining	session	PERFORM&ENGAGE_IN
election	race	PERFORM&ENGAGE_IN
modernization	drive	PERFORM&ENGAGE_IN
bombing	mission	PERFORM&ENGAGE_IN
finding	mission	PERFORM&ENGAGE_IN
inspection	mission	PERFORM&ENGAGE_IN
peace	mission	PERFORM&ENGAGE_IN
surveillance	mission	PERFORM&ENGAGE_IN
verification	mission	PERFORM&ENGAGE_IN
office	lobby	LOCATION
church	basement	LOCATION
motel	room	LOCATION
wedge	issue	PARTIAL_ATTRIBUTE_TRANSFER
blanket	statement	PARTIAL_ATTRIBUTE_TRANSFER
freak	reaction	PARTIAL_ATTRIBUTE_TRANSFER
freak	accident	PARTIAL_ATTRIBUTE_TRANSFER
grape	soda	PARTIAL_ATTRIBUTE_TRANSFER
cherry	soda	PARTIAL_ATTRIBUTE_TRANSFER
lime	soda	PARTIAL_ATTRIBUTE_TRANSFER
orange	soda	PARTIAL_ATTRIBUTE_TRANSFER
raspberry	soda	PARTIAL_ATTRIBUTE_TRANSFER
skeleton	crew	PARTIAL_ATTRIBUTE_TRANSFER
skeleton	staff	PARTIAL_ATTRIBUTE_TRANSFER
snap	election	PARTIAL_ATTRIBUTE_TRANSFER
pack	journalism	PARTIAL_ATTRIBUTE_TRANSFER
stick	figure	PARTIAL_ATTRIBUTE_TRANSFER
disc	brake	PARTIAL_ATTRIBUTE_TRANSFER
rock	cocaine	PARTIAL_ATTRIBUTE_TRANSFER
block	grant	PARTIAL_ATTRIBUTE_TRANSFER
hairline	fracture	PARTIAL_ATTRIBUTE_TRANSFER
hairline	crack	PARTIAL_ATTRIBUTE_TRANSFER
funnel	cloud	PARTIAL_ATTRIBUTE_TRANSFER
strip	mall	PARTIAL_ATTRIBUTE_TRANSFER
pyramid	scheme	PARTIAL_ATTRIBUTE_TRANSFER
mushroom	lamp	PARTIAL_ATTRIBUTE_TRANSFER
butterfly	hat	PARTIAL_ATTRIBUTE_TRANSFER
tape	worm	PARTIAL_ATTRIBUTE_TRANSFER
grassroots	group	PARTIAL_ATTRIBUTE_TRANSFER
grassroots	organization	PARTIAL_ATTRIBUTE_TRANSFER
shoestring	budget	PARTIAL_ATTRIBUTE_TRANSFER
bulk	crystal	PARTIAL_ATTRIBUTE_TRANSFER
blanket	appeal	PARTIAL_ATTRIBUTE_TRANSFER
crash	program	PARTIAL_ATTRIBUTE_TRANSFER
crash	course	PARTIAL_ATTRIBUTE_TRANSFER
marathon	trial	PARTIAL_ATTRIBUTE_TRANSFER
marathon	session	PARTIAL_ATTRIBUTE_TRANSFER
marathon	negotiation	PARTIAL_ATTRIBUTE_TRANSFER
marathon	talk	PARTIAL_ATTRIBUTE_TRANSFER
marathon	meeting	PARTIAL_ATTRIBUTE_TRANSFER
bullet	train	PARTIAL_ATTRIBUTE_TRANSFER
puppet	army	PARTIAL_ATTRIBUTE_TRANSFER
medal	hope	OBTAIN&ACCESS&SEEK
playoff	hope	OBTAIN&ACCESS&SEEK
title	hope	OBTAIN&ACCESS&SEEK
soundtrack	album	TOPIC
video	disc	TOPIC
video	disk	TOPIC
memory	disk	TOPIC
video	memory	TOPIC
audio	file	TOPIC
surveillance	tape	TOPIC
video	tape	TOPIC
audio	tape	TOPIC
memory	chip	TOPIC
audio	cassette	TOPIC
video	cassette	TOPIC
video	clip	TOPIC
news	clipping	TOPIC
video	footage	TOPIC
phone	directory	TOPIC
album	chart	TOPIC
lineup	card	TOPIC
identity	paper	TOPIC
news	headline	TOPIC
photo	note	TOPIC
publication	note	TOPIC
consumer	database	TOPIC
voter	database	TOPIC
ethics	package	TOPIC
stimulus	package	TOPIC
budget	package	TOPIC
customer	conversation	OTHER
peace	summit	TOPIC
budget	summit	TOPIC
drug	summit	TOPIC
budget	address	TOPIC
budget	session	TOPIC
bankruptcy	proceeding	TOPIC
condemnation	proceeding	TOPIC
disciplinary	proceeding	TOPIC
celebrity	chatter	TOPIC
market	commentary	TOPIC
salary	arbitration	TOPIC
wage	bargaining	TOPIC
pay	bargaining	TOPIC
plea	bargaining	TOPIC
course correction	advisory	TOPIC
reconciliation	conference	TOPIC
peace	conference	TOPIC
election	conference	TOPIC
technology	conference	TOPIC
security	conference	TOPIC
peace	dialogue	TOPIC
security	dialogue	TOPIC
security	meeting	TOPIC
peace	mediator	TOPIC
image	consultant	TOPIC
benefit	consultant	TOPIC
compensation	consultant	TOPIC
marketing	consultant	TOPIC
publishing	consultant	TOPIC
retail	consultant	TOPIC
technology	consultant	TOPIC
relation	consultant	TOPIC
peace	negotiator	TOPIC
sports	negotiator	TOPIC
